ref	text	macula_lemma	macula_eng	macula_lxx_greek	hcb	cu2010s	cu2010t	rso94	sruv06	tbi	lsg10	rv09	tpb08	esvuk16	arbnav	tglulb	bsb	engulb	bbc
GEN 5:17!4	מַהֲלַלְאֵ֔ל	מַהֲלַלְאֵל	Mahalalel	μαλελεηλ	Mahalalel	玛勒列	瑪勒列	Малелеила	Mahalaleli	mahalaleel	Mahalaleel	Mahalaleel	mahalalel	Mahalalel	مَهْلَلْئِيلُ	Mahalalel	Mahalalel	Mahalalel	Mahalaleel
GEN 5:18!2	יֶ֕רֶד	יֶ֫רֶד	Jared	ιαρεδ	Yared	雅列	雅列	Иаред	Yaredi	yared	Jéred	Jared	jaret	Jared	يَارَدَ	Jared	Jared	Jared	Jared
GEN 5:18!10	חֲנֽוֹךְ	חֲנוֹךְ	Enoch	ενωξ	Enok	以诺	以諾	Еноха	Henoko	henokh	Hénoc	Enoc	enok	Enoch	أَخْنُوخَ	Enoc	Enoch	Enoch	Henok
GEN 5:19!2	יֶ֗רֶד	יֶ֫רֶד	Jared	ιαρεδ	Yared	雅列	雅列	Иаред	Yaredi	yared	Jéred	Jared	jaret	Jared		Jared	Jared	Jared	Jared
GEN 5:19!6	חֲנ֔וֹךְ	חֲנוֹךְ	Enoch	ενωξ	Enok	以诺	以諾	Еноха	Henoko	henokh	Hénoc	Enoc		Enoch	ثَمَانِي	Enoc	Enoch	Enoch	Henok
GEN 5:20!4	יֶ֔רֶד	יֶ֫רֶד	Jared	ιαρεδ	Yared	雅列	雅列	Иареда	Yaredi	yared	Jéred	Jared	jaret	Jared	وَاثْنَتَانِ	Jared	Jared	Jared	Jared
GEN 5:21!2	חֲנ֔וֹךְ	חֲנוֹךְ	Enoch	ενωξ	Enok	以诺	以諾	Енох	Henoko	henokh	Hénoc	Enoc	enok	Enoch	أَخْنُوخَ	Enoc	Enoch	Enoch	Henok
GEN 5:21!8	מְתוּשָֽׁלַח	מְתוּשֶׁ֫לַח	Methuselah	μαθουσαλα	Metusela	玛土撒拉	瑪土撒拉	Мафусала	Methusela	metusalah	Metuschélah	Matusalén		Methuselah	مَتُوشَالَحَ	Metusalem	Methuselah	Methuselah	Metusalah
GEN 5:22!2	חֲנ֜וֹךְ	חֲנוֹךְ	Enoch	ενωξ	Enok	以诺	以諾	Енох	Henoko	henokh	Hénoc	Enoc	enok	Enoch	أَخْنُوخُ	Enoc	Enoch	Enoch	Henok
GEN 5:22!8	מְתוּשֶׁ֔לַח	מְתוּשֶׁ֫לַח	Methuselah	μαθουσαλα	Metusela	玛土撒拉	瑪土撒拉	Мафусала	Methusela	metusalah	Metuschélah	Matusalén		Methuselah	عَاشَ	Metusalem	Methuselah	Methuselah	Metusalah
GEN 5:23!4	חֲנ֑וֹךְ	חֲנוֹךְ	Enoch	ενωξ	Enok	以诺	以諾	Еноха	Henoko	henokh	Hénoc	Enoc	enok	Enoch	أَخْنُوخَ	Enoc	Enoch	Enoch	Henok
GEN 5:24!2	חֲנ֖וֹךְ	חֲנוֹךְ	Enoch	ενωξ	Enok	以诺	以諾	Енох	Henoko	henokh	Hénoc	Enoc		Enoch	أَخْنُوخُ	Enoc	Enoch	Enoch	Henok
GEN 5:25!2	מְתוּשֶׁ֔לַח	מְתוּשֶׁ֫לַח	Methuselah	μαθουσαλα	Metusela	玛土撒拉	瑪土撒拉	Мафусал	Methusela	metusalah	Metuschélah	Matusalén		Methuselah	مَتُوشَالَحَ	Metusalem	Methuselah	Methuselah	Metusalah
GEN 5:25!10	לָֽמֶךְ	לֶ֫מֶךְ	Lamech	λαμεξ	Lamek	拉麦	拉麥	Ламеха	Lameki	lamekh	Lémec	Lamec	lamek	Lamech	لاَمَكَ	Lamec	Lamech	Lamech	Lamek
GEN 5:26!2	מְתוּשֶׁ֗לַח	מְתוּשֶׁ֫לַח	Methuselah	μαθουσαλα	Metusela	玛土撒拉	瑪土撒拉	Мафусал	Methusela	metusalah	Metuschélah	Matusalén		Methuselah	مَتُوشَالَحُ	Metusalem	Methuselah	Methuselah	Metusalah
GEN 5:26!6	לֶ֔מֶךְ	לֶ֫מֶךְ	Lamech	λαμεξ	Lamek	拉麦	拉麥	Ламеха	Lameki	lamekh	Lémec	Lamec		Lamech	وَاثْنَتَيْنِ	Lamec	Lamech	Lamech	Lamek
GEN 5:27!4	מְתוּשֶׁ֔לַח	מְתוּשֶׁ֫לַח	Methuselah	μαθουσαλα	Metusela	玛土撒拉	瑪土撒拉	Мафусала	Methusela	metusalah	Metuschélah	Matusalén		Methuselah	مَتُوشَالَحُ	Metusalem	Methuselah	Methuselah	Metusalah
GEN 5:28!2	לֶ֕מֶךְ	לֶ֫מֶךְ	Lamech	λαμεξ	Lamek	拉麦	拉麥	Ламех	Lameki	lamekh	Lémec	Lamec	lamek	Lamech	لاَمَكَ	Lamec	Lamech	Lamech	Lamek
GEN 5:29!4	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحاً	Noe	Noah	Noah	Noak
GEN 5:29!15	יְהוָֽה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 5:30!2	לֶ֗מֶךְ	לֶ֫מֶךְ	Lamech	λαμεξ	Lamek	拉麦	拉麥	Ламех	Lameki	lamekh	Lémec	Lamec	lamek	Lamech	لاَمَكُ	Lamec	Lamech	Lamech	Lamek
GEN 5:30!6	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ноя	Nuhu	nuh	Noé	Noé		Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 5:31!4	לֶ֔מֶךְ	לֶ֫מֶךְ	Lamech	λαμεξ	Lamek	拉麦	拉麥	Ламеха	Lameki	lamekh	Lémec	Lamec	lamek	Lamech	لاَمَكُ	Lamec	Lamech	Lamech	Lamek
GEN 5:32!2	נֹ֕חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 5:32!8	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu			Ной	aliwazaa					Noah	نُوحٍ	Noe	Noah	Noah	
GEN 5:32!10	שֵׁ֖ם	שֵׁם	Shem	σημ	Shem	闪	閃	Сима	Shemu	sem	Sem	Sem		Shem		Sem	Shem	Shem	Sem
GEN 5:32!12	חָ֥ם	חָם	Ham	ξαμ	Ham			Хама	Hamu	ham	Cham	Cam	ham	Ham	سَاماً	Ham	Ham	Ham	Ham
GEN 5:32!14	יָֽפֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафета	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	وَحَاماً	Jafet	Japheth	Japheth	Japet
GEN 6:3!2	יְהוָ֗ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 6:5!2	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 6:6!2	יְהוָ֔ה	יהוה	LORD	θεὸς	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
GEN 6:7!2	יְהוָ֗ה	יהוה	LORD	θεός	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 6:8!1	נֹ֕חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Lakini Nuhu	nuh	Noé	Noé	noa	Noah	نُوحُ	Noe	Noah	Noah	Noak
GEN 6:8!5	יְהוָֽה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華	Господа	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِ	Yahweh	LORD	Yahweh	Jahowa
GEN 6:9!3	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ноя	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 6:9!4	נֹ֗חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	Nuh	Noé	Noé		Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 6:9!13	נֹֽחַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	Nuh	Noé	Noé		Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 6:10!2	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ		Noah	Noah	Noak
GEN 6:10!6	שֵׁ֖ם	שֵׁם	Shem	σημ	Shem	闪	閃	Сима	Shemu	sem	Sem	Sem		Shem	سَامٌ	Sem	Shem	Shem	Sem
GEN 6:10!8	חָ֥ם	חָם	Ham	ξαμ	Ham			Хама	Hamu	ham	Cham	Cam	ham	Ham	وَحَامٌ	Ham	Ham	Ham	Ham
GEN 6:10!10	יָֽפֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафета	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	وَيَافَثُ	Jafet	Japheth	Japheth	Japet
GEN 6:13!3	נֹ֗חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	لِنُوحٍ	Noe	Noah	Noah	Noak
GEN 6:22!2	נֹ֑חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 7:1!2	יְהוָה֙	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 7:1!3	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	لِنُوحٍ	Noe	Noah	Noah	Noak
GEN 7:5!2	נֹ֑חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 7:5!6	יְהוָֽה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 7:6!1	נֹ֕חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 7:7!2	נֹ֗חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 7:9!5	נֹ֛חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 7:9!14	נֹֽחַ	נֹחַ	Noah		Nuhu	挪亚	挪亞	Ною	Nuhu	Nuh	Noé	Noé		Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 7:11!6	נֹ֔חַ	נֹחַ	Noah’s	νωε	Nuhu	挪亚	挪亞	Ноевой	Nuhu	Nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 7:13!5	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	بَدَأَ	Noe	Noah	Noah	Noak
GEN 7:13!6	שֵׁם	שֵׁם	Shem	σημ	Shem	闪	閃	Сим	Shemu	sem	Sem	Sem		Shem	سَامٌ	Sem	Shem	Shem	Sem
GEN 7:13!7	חָ֥ם	חָם	Ham	ξαμ	Ham			Хам	Hamu	ham	Cham	Cam	ham	Ham	وَحَامٌ	Ham	Ham	Ham	Ham
GEN 7:13!8	יֶ֖פֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафет	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	الطُّوفَانُ	Jafet	Japheth	Japheth	Japet
GEN 7:13!10	נֹ֑חַ	נֹחַ	Noah	νωε	Nuhu			Ноевы	Nuhu	Nuh	Noé	Noé							Noak
GEN 7:13!12	נֹ֗חַ	נֹחַ	Noah’s	νωε	Nuhu	挪亚	挪亞	Ноева	Nuhu	Nuh	Noé	Noé		Noah	بَدَأَ	Noe	Noah	Noah	Noak
GEN 7:15!3	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 7:16!12	יְהוָ֖ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 7:23!22	נֹ֛חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 8:1!4	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ное	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحاً	Noe	Noah	Noah	Noak
GEN 8:4!11	אֲרָרָֽט	אֲרָרַט	Ararat		Ararat	亚拉腊	亞拉臘	Араратских	Ararati	ararat	Ararat	Ararat	ararat	Ararat	أَرَارَاطَ	Ararat	Ararat	Ararat	Ararat
GEN 8:6!6	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 8:11!12	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	Nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	ibana
GEN 8:13!14	נֹ֨חַ֙	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 8:15!4	נֹ֥חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحاً	Noe	Noah	Noah	Noak
GEN 8:18!2	נֹ֑חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 8:20!2	נֹ֛חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 8:20!4	יהוָ֑ה	יהוה	LORD	θεῷ	Ubangiji	耶和华	耶和華	Господу	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	لِلرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
GEN 8:21!2	יְהוָה֮	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 8:21!7	יְהוָ֜ה	יהוה	Lord	κύριος	Ubangiji	耶和华	耶和華	Господь	BWANA	tuhan	Éternel	Jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
GEN 9:1!4	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ноя	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحاً	Noe	Noah	Noah	Noak
GEN 9:8!4	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحاً	Noe	Noah	Noah	Noak
GEN 9:17!4	נֹ֑חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ною	Nuhu	nuh	Noé	Noé	noa	Noah	لِنُوحٍ	Noe	Noah	Noah	Noak
GEN 9:18!3	נֹ֗חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ноя	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 9:18!7	שֵׁ֖ם	שֵׁם	Shem	σημ	Shem	闪	閃	Сим	Shemu	sem	Sem	Sem		Shem		Sem	Shem	Shem	Sem
GEN 9:18!8	חָ֣ם	חָם	Ham	ξαμ	Ham			Хам	Hamu	ham	Cham	Cam	ham	Ham	سَاماً	Ham	Ham	Ham	Ham
GEN 9:18!9	יָ֑פֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафет	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	وَحَاماً	Jafet	Japheth	Japheth	Japet
GEN 9:18!10	חָ֕ם	חָם	Ham	ξαμ	Ham			Хам	Hamu	ham	Cham	Cam	ham	Ham	سَاماً	Ham	Ham	Ham	Ham
GEN 9:18!13	כְנָֽעַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаана	Kanaani	kanaan	Canaan	Canaán		Canaan	الْكَنْعَانِيِّينَ	Canaan	Canaan	Canaan	Kanaan
GEN 9:19!4	נֹ֑חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ноевы	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 9:20!2	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 9:22!2	חָ֚ם	חָם	Ham	ξαμ	Ham			Хам	Hamu	ham	Cham	Cam	ham	Ham	حَامٌ	Ham	Ham	Ham	Ham
GEN 9:22!4	כְנַ֔עַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаана	Kanaani	kanaan	Canaan	Canaán		Canaan	الْكَنْعَانِيِّينَ	Canaan	Canaan	Canaan	Kanaan
GEN 9:23!2	שֵׁ֨ם	שֵׁם	Shem	σημ	Shem	闪	閃	Сим	Shemu	sem	Sem	Sem		Shem	سَامٌ	Sem	Shem	Shem	Sem
GEN 9:23!3	יֶ֜פֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафет	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	وَيَافَثُ	Jafet	Japheth	Japheth	Japet
GEN 9:24!2	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 9:25!3	כְּנָ֑עַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаан	Kanaani	kanaan	Canaan	Canaán		Canaan	كَنْعَانُ	Canaan	Canaan	Canaan	Kanaan
GEN 9:26!3	יְהֹוָ֖ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和华	Господь	BWANA	tuhan	Éternel	Jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
GEN 9:26!5	שֵׁ֑ם	שֵׁם	Shem	σημ	Shem	闪	閃	Симов	Shemu	sem	Sem	Sem		Shem	سَامٍ		Shem	Shem	Sem
GEN 9:26!7	כְנַ֖עַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаан	Na Kanaani	kanaan	Canaan	Canaán		Canaan	كَنْعَانُ	Canaan	Canaan	Canaan	Kanaan
GEN 9:27!3	יֶ֔פֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафета	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	فَيَسْكُنَ	Jafet	Japheth	Japheth	Japet
GEN 9:27!6	שֵׁ֑ם	שֵׁם	Shem	σημ	Shem	闪	閃	Симовых	Shemu	sem	Sem	Sem		Shem	سَامٍ		Shem	Shem	Sem
GEN 9:27!8	כְנַ֖עַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаан	Na Kanaani	kanaan	Canaan	Canaán		Canaan	كَنْعَانُ	Canaan	Canaan	Canaan	Kanaan
GEN 9:28!2	נֹ֖חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ной	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٌ	Noe	Noah	Noah	Noak
GEN 9:29!4	נֹ֔חַ	נֹחַ	Noah	νωε	Nuhu	挪亚	挪亞	Ноевых	Nuhu	nuh	Noé	Noé		Noah	وَخَمْسُونَ	Noe	Noah	Noah	Noak
GEN 10:1!4	נֹ֔חַ	נֹחַ	Noah’s	νωε	Nuhu	挪亚	挪亞	Ноевых	Nuhu	nuh	Noé	Noé	noa	Noah	نُوحٍ	Noe	Noah	Noah	Noak
GEN 10:1!5	שֵׁ֖ם	שֵׁם	Shem	σημ	Shem	闪	閃	Сима	Shemu	sem	Sem	Sem		Shem	سَامٍ	Sem	Shem	Shem	Sem
GEN 10:1!6	חָ֣ם	חָם	Ham	ξαμ	Ham			Хама	Hamu	ham	Cham	Cam	ham	Ham	وَحَامٍ	Ham	Ham	Ham	Ham
GEN 10:1!7	יָ֑פֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафета	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	وَيَافَثَ	Jafet	Japheth	Japheth	Japet
GEN 10:2!2	יֶ֔פֶת	יֶ֫פֶת	Japheth	ιαφεθ	Yafet	雅弗	雅弗	Иафета	Yafethi	yafet	Japhet	Jafet	jafet	Japheth	يَافَثَ		Japheth	Japheth	Japet
GEN 10:2!3	גֹּ֣מֶר	גֹּ֫מֶר	Gomer	γαμερ	Gomer	歌篾	歌篾	Гомер	Gomeri	gomer	Gomer	Gomer		Gomer	جُومَرُ	Gomer	Gomer	Gomer	Gomer
GEN 10:2!4	מָג֔וֹג	מָגוֹג	Magog	μαγωγ	Magog	玛各	瑪各	Магог	Magogu	magog	Magog	Magog	magok	Magog	وَمَادَايُ	Magog	Magog	Magog	Magog
GEN 10:2!5	מָדַ֖י	מָדַי	Madai	μαδαι	Madai	玛代	瑪代	Мадай	Madai	madai	Madaï	Madai	madai	Madai		Madai	Madai	Madai	Madai
GEN 10:2!6	יָוָ֣ן	יָוָן	Javan	ιωυαν	Yaban	雅完	雅完	Иаван	Yavani	yawan	Javan	Javán	javan	Javan	وَيَاوَانُ	Javan	Javan	Javan	Javan
GEN 10:2!7	תֻבָ֑ל	תּוּבַל	Tubal	θοβελ	Tubal	土巴	土巴	Фувал	Tubali	tubal	Tubal	Tubal	tubal	Tubal	وَتُوبَالُ	Tubal	Tubal	Tubal	Tubal
GEN 10:2!8	מֶ֖שֶׁךְ	מֶ֫שֶׁךְ	Meshech	μοσοξ	Meshek	米设	米設	Мешех	Mesheki	mesekh	Méschec	Mesec		Meshech	وَمَاشَكُ	Meshec	Meshech	Meshech	Mesek
GEN 10:2!9	תִירָֽס	תִּירָ֑ס	Tiras	θιρας	Tiras	提拉	提拉	Фирас	Tirasi	tiras	Tiras	Tiras		Tiras	وَتِيرَاسُ	Tiras	Tiras	Tiras	Tiras
GEN 10:3!2	גֹּ֑מֶר	גֹּ֫מֶר	Gomer	γαμερ	Gomer	歌篾	歌篾	Гомера	Gomeri	gomer	Gomer	Gomer		Gomer	جُومَرَ	Gomer	Gomer	Gomer	Gomer
GEN 10:3!3	אַשְׁכֲּנַ֥ז	אַשְׁכְּנַז	Ashkenaz	ασξαναζ	Ashkenaz	亚实基拿	亞實基拿	Аскеназ	Ashkenazi	askenas	Aschkenaz	Askenaz		Ashkenaz	أَشْكَنَازُ	Askenaz	Ashkenaz	Ashkenaz	Askenas
GEN 10:3!4	רִיפַ֖ת	רִיפַת	Riphath	ριφαθ	Rifat	利法	利法	Рифат	Rifathi	rifat	Riphat	Rifat	rifat	Riphath	وَرِيفَاثُ	Rifat	Riphath	Riphath	Ripat
GEN 10:3!5	תֹגַרְמָֽה	תֹּגַרְמָה	Togarmah	θοργαμα	Togarma	陀迦玛	陀迦瑪	Фогарма	Togama	togarma	Togarma	Togarma		Togarmah	وَتُوجَرْمَةُ	Togarma	Togarmah	Togarmah	Togarma
GEN 10:4!2	יָוָ֖ן	יָוָן	Javan	ιωυαν	Yaban	雅完	雅完	Иавана	Yavani	yawan	Javan	Javán	javan	Javan	يَاوَانَ		Javan	Javan	Javan
GEN 10:4!3	אֱלִישָׁ֣ה	אֱלִישָׁה	Elishah	ελισα	Elisha	以利沙	以利沙	Елиса	Elisha	elisa	Elischa	Elisa		Elishah		Elisha	Elishah	Elishah	Elisa
GEN 10:4!4	תַרְשִׁ֑ישׁ	תַּרְשִׁישׁ	Tarshish	θαρσις	Tarshish	他施	他施	Фарсис	Tarshishi	tarsis	Tarsis	Tarsis		Tarshish	أَلِيشَةُ	Tarsis	Tarshish	Tarshish	Tarsis
GEN 10:4!5	כִּתִּ֖ים	כִּתִּי	Kittim	κίτιοι	Kittim	基提	基提	Киттим	Kitimu	kitim	Kittim	Quitim		Kittim	وَتَرْشِيشُ	Kitim	Kittites	Kittim	Kittim
GEN 10:4!6	דֹדָנִֽים	רוֹדָנִים	Dodanim	ῥόδιοι	Rodanim	罗单	羅單	Доданим	Warodani	dodanim	Dodanim	Dodanim		Dodanim	وَدُودَانِيمُ	Dodanim	Rodanites	Dodanim	Dodanim
GEN 10:6!2	חָ֑ם	חָם	Ham	ξαμ	Ham			Хама	Hamu	ham	Cham	Cam	ham	Ham	حَامٍ	Ham	Ham	Ham	Ham
GEN 10:6!3	כּ֥וּשׁ	כּוּשׁ	Cush	ξους	Kush	古实	古實	Хуш	Kushi	kush	Cusch	Cus	kus	Cush	كُوشُ		Cush	Cush	Kus
GEN 10:6!4	מִצְרַ֖יִם	מִצְרַ֫יִם	Mizraim	μεσραιμ	Masar	麦西	麥西	Мицраим	Misri	Misraim	Mitsraïm	Mizraim	isip	Egypt	وَمِصْرَايِمُ				Mizraim
GEN 10:6!5	פ֥וּט	פּוּט	Put	φουδ	Fut	弗	弗	Фут	Putu	put	Puth	Fut	libia	Put	وَفُوطُ	Put			Put
GEN 10:6!6	כְנָֽעַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаан	Kanaani	kanaan	Canaan	Canaán		Canaan	وَكَنْعَانُ	Canaan	Canaan	Canaan	Kanaan
GEN 10:7!2	כ֔וּשׁ	כּוּשׁ	Cush	ξους	Kush	古实	古實	Хуша	Kushi	kush	Cusch	Cus	kus	Cush	كُوشَ		Cush	Cush	Kus
GEN 10:7!3	סְבָא֙	סְבָא	Seba	σαβα	Seba	西巴	西巴	Сева	Seba	seba	Saba	Seba	seba	Seba	سَبَا	Seba	Seba	Seba	Seba
